0,1,2,3,4,5,6,7,8,9,10
tropical fruit,oil,,,,,,,,,
rolls/buns,pork,,,,,,,,,
candy,yogurt,,,,,,,,,
beef,whole milk,cream cheese ,butter,,,,,,,
pet care,pastry,,,,,,,,,
chicken,chocolate marshmallow,hygiene articles,,,,,,,,
herbs,specialty chocolate,red/blush wine,salad dressing,,,,,,,
artif. sweetener,bottled water,butter milk,butter,soda,,,,,,
ham,pickled vegetables,,,,,,,,,
beverages,shopping bags,,,,,,,,,
yogurt,pet care,,,,,,,,,
citrus fruit,white bread,white bread,,,,,,,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
domestic eggs,canned beer,bottled water,waffles,,,,,,,
photo/film,canned beer,,,,,,,,,
soda,pork,bottled water,,,,,,,,
chicken,whole milk,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
beverages,candles,,,,,,,,,
coffee,yogurt,oil,,,,,,,,
tropical fruit,soda,,,,,,,,,
root vegetables,sausage,brown bread,UHT-milk,sliced cheese,frozen vegetables,white bread,,,,
citrus fruit,brown bread,ketchup,,,,,,,,
root vegetables,whole milk,,,,,,,,,
shopping bags,margarine,,,,,,,,,
white wine,ice cream,,,,,,,,,
yogurt,salty snack,,,,,,,,,
pip fruit,dishes,soft cheese,,,,,,,,
whole milk,whole milk,cat food,canned beer,,,,,,,
whole milk,soda,,,,,,,,,
pork,domestic eggs,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
beef,whole milk,frozen dessert,whipped/sour cream,,,,,,,
pip fruit,tropical fruit,mustard,,,,,,,,
bottled beer,root vegetables,hygiene articles,,,,,,,,
chewing gum,whole milk,white bread,whole milk,dishes,,,,,,
chicken,salty snack,yogurt,,,,,,,,
meat,root vegetables,,,,,,,,,
butter,shopping bags,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
bottled water,frozen meals,,,,,,,,,
frankfurter,pork,rolls/buns,grapes,,,,,,,
hamburger meat,pastry,cereals,,,,,,,,
other vegetables,other vegetables,berries,,,,,,,,
beef,pet care,,,,,,,,,
oil,processed cheese,,,,,,,,,
ham,specialty chocolate,soft cheese,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
sugar,dish cleaner,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
white bread,bottled water,ready soups,curd,,,,,,,
male cosmetics,canned beer,,,,,,,,,
curd,sausage,margarine,long life bakery product,,,,,,,
candy,bottled water,,,,,,,,,
oil,coffee,,,,,,,,,
hygiene articles,skin care,,,,,,,,,
misc. beverages,yogurt,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
pastry,frozen fish,,,,,,,,,
tropical fruit,dishes,,,,,,,,,
root vegetables,dish cleaner,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
pip fruit,cream cheese ,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
finished products,root vegetables,,,,,,,,,
canned fruit,detergent,,,,,,,,,
domestic eggs,waffles,,,,,,,,,
meat,butter,,,,,,,,,
pip fruit,chocolate marshmallow,,,,,,,,,
tropical fruit,hamburger meat,,,,,,,,,
finished products,flower (seeds),,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
ham,yogurt,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
whole milk,cat food,,,,,,,,,
frankfurter,coffee,,,,,,,,,
curd,cling film/bags,candy,rolls/buns,,,,,,,
frankfurter,red/blush wine,,,,,,,,,
soda,rice,,,,,,,,,
root vegetables,butter,,,,,,,,,
other vegetables,pork,,,,,,,,,
rolls/buns,whole milk,butter,frozen vegetables,,,,,,,
citrus fruit,beef,,,,,,,,,
other vegetables,onions,,,,,,,,,
sausage,cat food,,,,,,,,,
hamburger meat,soda,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
waffles,specialty chocolate,,,,,,,,,
fish,tropical fruit,red/blush wine,cream cheese ,,,,,,,
sausage,canned beer,kitchen towels,,,,,,,,
rolls/buns,canned beer,tropical fruit,chewing gum,margarine,,,,,,
frankfurter,whole milk,canned fish,yogurt,,,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
sparkling wine,liquor,detergent,,,,,,,,
butter,citrus fruit,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
soda,frozen vegetables,brown bread,yogurt,,,,,,,
tropical fruit,citrus fruit,bottled water,rolls/buns,soda,pickled vegetables,,,,,
whole milk,bottled water,,,,,,,,,
rolls/buns,domestic eggs,napkins,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
UHT-milk,frozen fish,,,,,,,,,
canned beer,long life bakery product,,,,,,,,,
margarine,detergent,yogurt,zwieback,,,,,,,
beef,rolls/buns,butter,,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
whole milk,yogurt,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
meat,rolls/buns,frozen potato products,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
coffee,soda,,,,,,,,,
red/blush wine,yogurt,,,,,,,,,
soda,yogurt,,,,,,,,,
whole milk,waffles,,,,,,,,,
yogurt,soda,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
beverages,prosecco,,,,,,,,,
rolls/buns,tropical fruit,salty snack,specialty bar,,,,,,,
rolls/buns,frozen vegetables,hamburger meat,pork,,,,,,,
other vegetables,butter,,,,,,,,,
bottled beer,whole milk,bottled water,,,,,,,,
root vegetables,whole milk,,,,,,,,,
whole milk,domestic eggs,yogurt,,,,,,,,
pip fruit,soda,,,,,,,,,
chicken,fruit/vegetable juice,cake bar,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
other vegetables,zwieback,,,,,,,,,
rolls/buns,baking powder,,,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
hamburger meat,cat food,margarine,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
bottled beer,whole milk,shopping bags,,,,,,,,
brown bread,frozen dessert,,,,,,,,,
ham,pastry,sugar,,,,,,,,
sliced cheese,cling film/bags,,,,,,,,,
coffee,sauces,,,,,,,,,
whole milk,cat food,,,,,,,,,
candles,rolls/buns,other vegetables,rolls/buns,,,,,,,
whole milk,whole milk,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
brown bread,flour,,,,,,,,,
rice,chewing gum,rolls/buns,,,,,,,,
other vegetables,shopping bags,other vegetables,,,,,,,,
soda,red/blush wine,,,,,,,,,
meat,whole milk,newspapers,,,,,,,,
misc. beverages,newspapers,,,,,,,,,
shopping bags,frozen vegetables,,,,,,,,,
pip fruit,newspapers,,,,,,,,,
rolls/buns,pastry,,,,,,,,,
pork,canned beer,,,,,,,,,
newspapers,newspapers,,,,,,,,,
other vegetables,whole milk,Instant food products,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
rolls/buns,oil,beverages,bottled water,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
beef,ham,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
other vegetables,bottled water,baking powder,,,,,,,,
white wine,spread cheese,,,,,,,,,
vinegar,newspapers,,,,,,,,,
sausage,yogurt,,,,,,,,,
fruit/vegetable juice,candles,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
pot plants,shopping bags,coffee,,,,,,,,
photo/film,whipped/sour cream,,,,,,,,,
house keeping products,cat food,,,,,,,,,
root vegetables,sausage,root vegetables,other vegetables,long life bakery product,,,,,,
rolls/buns,shopping bags,,,,,,,,,
chicken,soda,,,,,,,,,
sausage,sugar,,,,,,,,,
mayonnaise,candy,rolls/buns,bottled beer,,,,,,,
sausage,berries,rolls/buns,,,,,,,,
sausage,citrus fruit,butter,specialty bar,salty snack,,,,,,
whole milk,yogurt,pasta,,,,,,,,
pork,whole milk,domestic eggs,sweet spreads,,,,,,,
root vegetables,canned beer,specialty cheese,rolls/buns,,,,,,,
whole milk,tropical fruit,soda,newspapers,,,,,,,
whole milk,other vegetables,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
hard cheese,sugar,,,,,,,,,
meat,other vegetables,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
beverages,candles,,,,,,,,,
frozen meals,rolls/buns,canned beer,coffee,soda,,,,,,
sliced cheese,shopping bags,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
waffles,dishes,domestic eggs,oil,,,,,,,
dessert,pickled vegetables,cat food,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
ham,rolls/buns,whole milk,rum,berries,cleaner,,,,,
yogurt,baking powder,,,,,,,,,
root vegetables,margarine,,,,,,,,,
berries,tropical fruit,rolls/buns,pastry,rolls/buns,whole milk,frozen vegetables,,,,
rolls/buns,bottled water,,,,,,,,,
sausage,frozen meals,instant coffee,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
canned beer,sugar,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
candy,roll products ,frozen vegetables,,,,,,,,
frozen vegetables,whole milk,,,,,,,,,
curd,butter,,,,,,,,,
sliced cheese,pudding powder,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
sweet spreads,margarine,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
frozen meals,rolls/buns,,,,,,,,,
chicken,pip fruit,,,,,,,,,
brown bread,onions,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
dessert,tropical fruit,pip fruit,hard cheese,specialty fat,,,,,,
curd,nuts/prunes,root vegetables,sausage,whole milk,rolls/buns,root vegetables,bottled water,hard cheese,,
root vegetables,beef,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
rolls/buns,jam,cake bar,,,,,,,,
tropical fruit,berries,other vegetables,yogurt,kitchen towels,napkins,,,,,
soda,curd,sliced cheese,,,,,,,,
bottled water,shopping bags,,,,,,,,,
berries,pastry,,,,,,,,,
tropical fruit,bottled water,pastry,flour,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
dessert,pastry,,,,,,,,,
cream cheese ,frankfurter,root vegetables,yogurt,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
domestic eggs,whole milk,napkins,,,,,,,,
sliced cheese,beverages,other vegetables,napkins,,,,,,,
female sanitary products,dishes,,,,,,,,,
soda,yogurt,whole milk,coffee,,,,,,,
pasta,newspapers,,,,,,,,,
soft cheese,yogurt,pastry,instant coffee,,,,,,,
napkins,cocoa drinks,shopping bags,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
brown bread,yogurt,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
newspapers,whole milk,,,,,,,,,
sausage,pot plants,,,,,,,,,
liquor (appetizer),onions,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
sausage,newspapers,cream,,,,,,,,
whole milk,oil,soups,,,,,,,,
beef,curd,,,,,,,,,
whole milk,bottled water,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
canned beer,beef,,,,,,,,,
beef,bottled water,,,,,,,,,
pastry,tropical fruit,sugar,sauces,bottled water,sliced cheese,,,,,
canned beer,root vegetables,soda,,,,,,,,
napkins,bottled water,,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
liquor,vinegar,shopping bags,long life bakery product,,,,,,,
frankfurter,pastry,,,,,,,,,
whole milk,curd,hygiene articles,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
meat,root vegetables,sliced cheese,,,,,,,,
soda,margarine,,,,,,,,,
domestic eggs,citrus fruit,,,,,,,,,
yogurt,male cosmetics,sugar,salt,,,,,,,
whole milk,citrus fruit,pip fruit,butter,grapes,ice cream,margarine,whipped/sour cream,,,
liquor,margarine,,,,,,,,,
sausage,chocolate,,,,,,,,,
misc. beverages,instant coffee,soda,tropical fruit,cling film/bags,,,,,,
pastry,whole milk,other vegetables,rolls/buns,,,,,,,
butter,domestic eggs,bottled water,curd,,,,,,,
shopping bags,snack products,,,,,,,,,
whole milk,baking powder,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
pastry,cereals,,,,,,,,,
beef,berries,,,,,,,,,
tropical fruit,yogurt,curd,margarine,,,,,,,
whole milk,tropical fruit,,,,,,,,,
beef,citrus fruit,specialty bar,white bread,soda,vinegar,long life bakery product,domestic eggs,,,
salt,oil,,,,,,,,,
canned beer,pork,,,,,,,,,
meat,shopping bags,,,,,,,,,
root vegetables,frozen potato products,,,,,,,,,
turkey,bottled water,,,,,,,,,
whole milk,butter milk,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
beverages,rolls/buns,,,,,,,,,
whole milk,beef,rolls/buns,curd,white bread,,,,,,
yogurt,rolls/buns,,,,,,,,,
pork,whole milk,,,,,,,,,
meat,herbs,,,,,,,,,
white bread,newspapers,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
sausage,chewing gum,,,,,,,,,
frankfurter,rolls/buns,bottled beer,other vegetables,yogurt,soups,yogurt,UHT-milk,,,
root vegetables,butter,,,,,,,,,
chicken,onions,,,,,,,,,
other vegetables,misc. beverages,,,,,,,,,
whole milk,canned beer,processed cheese,,,,,,,,
whole milk,newspapers,,,,,,,,,
pip fruit,UHT-milk,shopping bags,,,,,,,,
berries,domestic eggs,coffee,,,,,,,,
hygiene articles,napkins,,,,,,,,,
margarine,sweet spreads,,,,,,,,,
soda,other vegetables,soda,,,,,,,,
root vegetables,soda,,,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
pip fruit,pastry,Instant food products,,,,,,,,
berries,whole milk,other vegetables,,,,,,,,
ham,rolls/buns,canned fish,shopping bags,,,,,,,
whipped/sour cream,pip fruit,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
light bulbs,detergent,,,,,,,,,
beef,shopping bags,,,,,,,,,
pip fruit,UHT-milk,,,,,,,,,
berries,ham,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
flour,pastry,,,,,,,,,
canned beer,coffee,,,,,,,,,
dessert,coffee,whole milk,cream cheese ,,,,,,,
yogurt,canned beer,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
whole milk,rolls/buns,salty snack,,,,,,,,
pork,pastry,candy,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
beef,ice cream,rolls/buns,pip fruit,whole milk,fruit/vegetable juice,UHT-milk,,,,
sliced cheese,cream cheese ,semi-finished bread,,,,,,,,
cream cheese ,canned beer,chewing gum,,,,,,,,
newspapers,cream,,,,,,,,,
soda,candy,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
whole milk,sparkling wine,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
onions,white wine,,,,,,,,,
onions,curd,,,,,,,,,
sausage,whole milk,margarine,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
tropical fruit,whole milk,long life bakery product,,,,,,,,
soda,candy,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
butter milk,yogurt,,,,,,,,,
sausage,bottled water,whole milk,,,,,,,,
ham,cream cheese ,,,,,,,,,
tropical fruit,butter,,,,,,,,,
whole milk,processed cheese,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
beverages,rolls/buns,soups,white bread,,,,,,,
onions,hamburger meat,,,,,,,,,
pork,soda,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
other vegetables,frozen vegetables,rolls/buns,,,,,,,,
beef,soda,,,,,,,,,
mayonnaise,shopping bags,,,,,,,,,
seasonal products,flour,domestic eggs,,,,,,,,
soda,butter,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
pastry,soda,instant coffee,,,,,,,,
rolls/buns,soda,chocolate,,,,,,,,
sausage,UHT-milk,,,,,,,,,
curd,grapes,soups,whole milk,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
flower (seeds),bottled beer,,,,,,,,,
ham,berries,,,,,,,,,
sausage,sausage,canned beer,spices,,,,,,,
oil,soda,waffles,,,,,,,,
cream cheese ,yogurt,sugar,,,,,,,,
waffles,rolls/buns,,,,,,,,,
specialty bar,newspapers,,,,,,,,,
condensed milk,butter,,,,,,,,,
whole milk,yogurt,,,,,,,,,
root vegetables,oil,,,,,,,,,
canned beer,whole milk,,,,,,,,,
hamburger meat,soda,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
onions,pip fruit,,,,,,,,,
pastry,vinegar,salty snack,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
chicken,onions,,,,,,,,,
rolls/buns,tropical fruit,root vegetables,condensed milk,,,,,,,
citrus fruit,white wine,,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
chocolate,long life bakery product,,,,,,,,,
citrus fruit,ham,onions,yogurt,pasta,newspapers,,,,,
meat,other vegetables,,,,,,,,,
bottled beer,canned fish,fruit/vegetable juice,,,,,,,,
soda,tropical fruit,,,,,,,,,
sausage,pip fruit,,,,,,,,,
soda,artif. sweetener,salty snack,,,,,,,,
rolls/buns,herbs,,,,,,,,,
misc. beverages,soda,,,,,,,,,
meat,margarine,,,,,,,,,
pork,frozen meals,,,,,,,,,
specialty bar,bottled beer,,,,,,,,,
soda,other vegetables,chocolate,,,,,,,,
roll products ,rolls/buns,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
other vegetables,bottled water,whipped/sour cream,,,,,,,,
root vegetables,brown bread,,,,,,,,,
meat,other vegetables,zwieback,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
pork,rum,,,,,,,,,
root vegetables,chocolate,candy,,,,,,,,
beverages,sausage,white bread,bottled water,,,,,,,
rolls/buns,other vegetables,curd,spread cheese,candles,,,,,,
waffles,fruit/vegetable juice,,,,,,,,,
curd,brown bread,,,,,,,,,
tropical fruit,soda,canned beer,,,,,,,,
whole milk,pork,UHT-milk,sliced cheese,beverages,,,,,,
specialty bar,margarine,,,,,,,,,
other vegetables,soda,soda,napkins,,,,,,,
rum,onions,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
sausage,berries,,,,,,,,,
chicken,ice cream,,,,,,,,,
misc. beverages,shopping bags,,,,,,,,,
pork,semi-finished bread,,,,,,,,,
whole milk,sauces,,,,,,,,,
yogurt,yogurt,,,,,,,,,
meat,whole milk,,,,,,,,,
ham,meat,,,,,,,,,
chicken,specialty chocolate,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
other vegetables,long life bakery product,,,,,,,,,
soda,meat,,,,,,,,,
napkins,chewing gum,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
other vegetables,mustard,,,,,,,,,
berries,baking powder,,,,,,,,,
female sanitary products,other vegetables,,,,,,,,,
root vegetables,soda,,,,,,,,,
sausage,whole milk,tropical fruit,light bulbs,yogurt,rolls/buns,liquor (appetizer),,,,
berries,other vegetables,butter,newspapers,,,,,,,
dish cleaner,pet care,,,,,,,,,
salty snack,canned beer,,,,,,,,,
fruit/vegetable juice,root vegetables,,,,,,,,,
ham,brown bread,,,,,,,,,
butter,roll products ,,,,,,,,,
frankfurter,canned beer,soda,,,,,,,,
cat food,soda,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
meat,rolls/buns,,,,,,,,,
sausage,house keeping products,,,,,,,,,
soda,cream cheese ,,,,,,,,,
white bread,white bread,,,,,,,,,
grapes,yogurt,condensed milk,,,,,,,,
white bread,frozen vegetables,,,,,,,,,
long life bakery product,onions,,,,,,,,,
hard cheese,domestic eggs,,,,,,,,,
pastry,brandy,soda,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
sausage,pastry,,,,,,,,,
root vegetables,Instant food products,,,,,,,,,
whole milk,dog food,,,,,,,,,
yogurt,frozen meals,,,,,,,,,
root vegetables,white bread,sliced cheese,,,,,,,,
whole milk,whipped/sour cream,frozen vegetables,,,,,,,,
whole milk,napkins,,,,,,,,,
whipped/sour cream,candy,,,,,,,,,
other vegetables,liquor,,,,,,,,,
sausage,other vegetables,,,,,,,,,
canned vegetables,white bread,,,,,,,,,
sausage,yogurt,,,,,,,,,
sausage,beverages,,,,,,,,,
candy,coffee,,,,,,,,,
whole milk,beverages,,,,,,,,,
bottled beer,brown bread,,,,,,,,,
beef,curd,,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
pip fruit,sugar,,,,,,,,,
berries,chocolate marshmallow,,,,,,,,,
frozen dessert,beef,citrus fruit,root vegetables,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
sausage,whisky,specialty chocolate,dishes,yogurt,napkins,detergent,pastry,,,
bottled water,soda,,,,,,,,,
sausage,UHT-milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
canned beer,brown bread,herbs,pastry,,,,,,,
whole milk,frozen vegetables,soda,chocolate,,,,,,,
sausage,frozen vegetables,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
chicken,bottled water,brown bread,hygiene articles,,,,,,,
rolls/buns,pastry,,,,,,,,,
whole milk,pastry,seasonal products,berries,long life bakery product,yogurt,coffee,,,,
tropical fruit,root vegetables,,,,,,,,,
meat,semi-finished bread,,,,,,,,,
pastry,frozen fish,,,,,,,,,
whole milk,bottled beer,UHT-milk,beef,pip fruit,yogurt,salty snack,,,,
soda,pip fruit,pasta,,,,,,,,
soda,whole milk,,,,,,,,,
yogurt,potato products,,,,,,,,,
soda,mayonnaise,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
rolls/buns,misc. beverages,soda,,,,,,,,
frankfurter,frankfurter,pip fruit,yogurt,,,,,,,
dessert,mustard,white bread,,,,,,,,
margarine,processed cheese,,,,,,,,,
whole milk,detergent,,,,,,,,,
coffee,whole milk,,,,,,,,,
hamburger meat,spread cheese,,,,,,,,,
whole milk,seasonal products,specialty fat,flour,,,,,,,
cream cheese ,pip fruit,citrus fruit,chicken,other vegetables,curd,specialty chocolate,pastry,,,
sausage,sliced cheese,yogurt,pastry,hygiene articles,,,,,,
pork,bottled water,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
white wine,soda,,,,,,,,,
yogurt,beverages,,,,,,,,,
onions,root vegetables,bottled water,,,,,,,,
cream cheese ,rice,,,,,,,,,
detergent,other vegetables,detergent,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
canned beer,whole milk,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
berries,grapes,,,,,,,,,
tropical fruit,finished products,whole milk,fruit/vegetable juice,rolls/buns,,,,,,
citrus fruit,waffles,female sanitary products,,,,,,,,
soda,pip fruit,,,,,,,,,
bottled water,whole milk,,,,,,,,,
soda,curd,,,,,,,,,
citrus fruit,candy,bottled water,rolls/buns,,,,,,,
citrus fruit,bottled water,,,,,,,,,
yogurt,frozen potato products,,,,,,,,,
chocolate,margarine,bottled water,soda,,,,,,,
semi-finished bread,brown bread,soda,,,,,,,,
frankfurter,other vegetables,sugar,,,,,,,,
sausage,cream cheese ,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
citrus fruit,whole milk,pastry,other vegetables,,,,,,,
other vegetables,citrus fruit,whole milk,frankfurter,zwieback,other vegetables,domestic eggs,brown bread,sugar,,
bottled water,chicken,processed cheese,whole milk,,,,,,,
chicken,onions,,,,,,,,,
ice cream,whole milk,margarine,whole milk,,,,,,,
soda,cereals,whole milk,,,,,,,,
frozen meals,pickled vegetables,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
canned fish,coffee,,,,,,,,,
soft cheese,cat food,,,,,,,,,
ham,flour,whipped/sour cream,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
beef,other vegetables,,,,,,,,,
other vegetables,root vegetables,pastry,margarine,,,,,,,
hygiene articles,root vegetables,soda,pastry,,,,,,,
canned beer,butter,,,,,,,,,
margarine,beverages,,,,,,,,,
beef,fruit/vegetable juice,yogurt,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
long life bakery product,brown bread,popcorn,,,,,,,,
citrus fruit,citrus fruit,soda,,,,,,,,
other vegetables,processed cheese,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
pip fruit,beverages,margarine,soda,,,,,,,
sausage,candy,,,,,,,,,
other vegetables,sausage,onions,whole milk,chocolate,,,,,,
